TypeNS,TypeName,Definition,ContentStyle,SimpleQualifiedType,ParentQualifiedType,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,QualifiedType
mmucc,RoadwayHorizontalAlignmentCodeSimpleType,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,S,mmucc:RoadwayHorizontalAlignmentCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayHorizontalAlignmentCodeSimpleType
mmucc,RoadwayHorizontalAlignmentCodeType,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayHorizontalAlignmentCodeType
mmucc,RoadwayIntersectionTrafficControlCategoryCodeSimpleType,A data type for a kind of traffic control device at intersection where crash occurred.,S,mmucc:RoadwayIntersectionTrafficControlCategoryCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayIntersectionTrafficControlCategoryCodeSimpleType
mmucc,RoadwayIntersectionTrafficControlCategoryCodeType,A data type for a kind of traffic control device at intersection where crash occurred.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayIntersectionTrafficControlCategoryCodeType
mmucc,RoadwayLightingCodeSimpleType,A data type for a kind of roadway illumination.,S,mmucc:RoadwayLightingCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayLightingCodeSimpleType
mmucc,RoadwayLightingCodeType,A data type for a kind of roadway illumination.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayLightingCodeType
mmucc,RoadwayMainlineSideRoadNumberLanesCodeSimpleType,"A data type for number of through lanes on the side-road approaches at intersection including all lanes with through movement (through and left-turn, or through and rightturn) but not exclusive turn lanes.",S,mmucc:RoadwayMainlineSideRoadNumberLanesCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayMainlineSideRoadNumberLanesCodeSimpleType
mmucc,RoadwayMainlineSideRoadNumberLanesCodeType,"A data type for number of through lanes on the side-road approaches at intersection including all lanes with through movement (through and left-turn, or through and rightturn) but not exclusive turn lanes.",CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayMainlineSideRoadNumberLanesCodeType
mmucc,RoadwayNationalHighwayPartCodeSimpleType,A data type for a designation as part of the National Highway System.,S,mmucc:RoadwayNationalHighwayPartCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayNationalHighwayPartCodeSimpleType
mmucc,RoadwayNationalHighwayPartCodeType,A data type for a designation as part of the National Highway System.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayNationalHighwayPartCodeType
mmucc,RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeSimpleType,A data type for Centerline Presence/Type on the roadway surface to guide or control the path followed by drivers.,S,mmucc:RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeSimpleType
mmucc,RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType,A data type for Centerline Presence/Type on the roadway surface to guide or control the path followed by drivers.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType
mmucc,RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeSimpleType,A data type for Edgeline Presence/Type on the roadway surface to guide or control the path followed by drivers.,S,mmucc:RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeSimpleType
mmucc,RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType,A data type for Edgeline Presence/Type on the roadway surface to guide or control the path followed by drivers.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType
mmucc,RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeSimpleType,A data Type for Lane Line Markings used on the roadway surface to guide or control the path followed by drivers.,S,mmucc:RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeSimpleType
mmucc,RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType,A data Type for Lane Line Markings used on the roadway surface to guide or control the path followed by drivers.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType
mmucc,RoadWayPresenceBicycleFacilityCodeSimpleType,A data type for indication whether a facility is designated for the exclusive use of bicycles or are to be shared with other transportation modes.,S,mmucc:RoadWayPresenceBicycleFacilityCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadWayPresenceBicycleFacilityCodeSimpleType
mmucc,RoadWayPresenceBicycleFacilityCodeType,A data type for indication whether a facility is designated for the exclusive use of bicycles or are to be shared with other transportation modes.,CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadWayPresenceBicycleFacilityCodeType
mmucc,RoadWayPresenceBicycleSignedBicycleRouteCodeSimpleType,"A data type for any road, path, or way which is specifically designated as being open to bicycle travel.",S,mmucc:RoadWayPresenceBicycleSignedBicycleRouteCodeType,,FALSE,FALSE,FALSE,,,,mmucc:RoadWayPresenceBicycleSignedBicycleRouteCodeSimpleType
mmucc,RoadWayPresenceBicycleSignedBicycleRouteCodeType,"A data type for any road, path, or way which is specifically designated as being open to bicycle travel.",CSC,,,FALSE,FALSE,FALSE,,,,mmucc:RoadWayPresenceBicycleSignedBicycleRouteCodeType
it,RoleOfOrganizationCategoryType,A data type for the role played by the Party/Organization in the given context of a transaction,CCC,,,FALSE,FALSE,FALSE,,,,it:RoleOfOrganizationCategoryType
itcodes,RoleOfPartyCategoryCodeSimpleType,A data type for the category of role played by the Party/Organization in the given context of a transaction,S,itcodes:RoleOfPartyCategoryCodeType,,FALSE,FALSE,FALSE,,,,itcodes:RoleOfPartyCategoryCodeSimpleType
itcodes,RoleOfPartyCategoryCodeType,A data type for the role played by the Party/Organization in the given context of a transaction.,CSC,,,FALSE,FALSE,FALSE,,,,itcodes:RoleOfPartyCategoryCodeType
j,SanctionType,A data type for a sanction or penalty ordered for a subject as a result of a disposition of a charge.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,j:SanctionType
scr,ScaleUnitCategoryCodeSimpleType,A data type describing the kinds of measurement unit scales being used,S,scr:ScaleUnitCategoryCodeType,,FALSE,FALSE,FALSE,,,,scr:ScaleUnitCategoryCodeSimpleType
scr,ScaleUnitCategoryCodeType,A data type describing the kinds of measurement unit scales being used,CSC,,,FALSE,FALSE,FALSE,,,,scr:ScaleUnitCategoryCodeType
biom,ScaleUnitsCodeSimpleType,"A data type for a sampling frequency unit designator, pixels per inch, or pixels per centimeter",S,biom:ScaleUnitsCodeType,,FALSE,FALSE,FALSE,,,,biom:ScaleUnitsCodeSimpleType
biom,ScaleUnitsCodeType,"A data type for a sampling frequency unit designator, pixels per inch, or pixels per centimeter",CSC,,,FALSE,FALSE,FALSE,,,,biom:ScaleUnitsCodeType
cbrn,ScanIdentifierDataType,A data type that provides identification data about a scan.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:ScanIdentifierDataType
biom,ScanningResolutionCategoryCodeSimpleType,A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.,S,biom:ScanningResolutionCategoryCodeType,,FALSE,FALSE,FALSE,,,,biom:ScanningResolutionCategoryCodeSimpleType
scr,ScanningResolutionCategoryCodeSimpleType,A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.,S,,,FALSE,FALSE,FALSE,,,,scr:ScanningResolutionCategoryCodeSimpleType
biom,ScanningResolutionCategoryCodeType,A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.,CSC,,,FALSE,FALSE,FALSE,,,,biom:ScanningResolutionCategoryCodeType
cbrncl,ScanQualityCodeSimpleType,"A data type for the quality of the data collected by an encounter device in performing a scan of an item of interest, as perceived by the operator.",S,cbrncl:ScanQualityCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:ScanQualityCodeSimpleType
cbrncl,ScanQualityCodeType,"A data type for the quality of the data collected by an encounter device in performing a scan of an item of interest, as perceived by the operator.",CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:ScanQualityCodeType
cbrn,ScheduleByWeekDayType,A data type for a schedule where the hours are not the same for all weekdays.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:ScheduleByWeekDayType
cbrn,ScheduleByWeekType,A data type for a schedule where the hours are the same for all weekdays.,CCC,,cbrn:RemarksComplexObjectType,FALSE,FALSE,FALSE,,,,cbrn:ScheduleByWeekType
nc,ScheduleDayType,A data type for a plan or agenda for the activities of a day.,CCC,,,FALSE,FALSE,FALSE,,,,nc:ScheduleDayType
nc,ScheduleType,"A data type for a schedule providing the beginning and ending hours of operation by weekday, for a designated time period.",CCC,,,FALSE,FALSE,FALSE,,,,nc:ScheduleType
cyfs,SchoolAttendanceIssueCategoryCodeSimpleType,A data type for describing types of school attendance issues.,S,cyfs:SchoolAttendanceIssueCategoryCodeType,,FALSE,FALSE,FALSE,,,,cyfs:SchoolAttendanceIssueCategoryCodeSimpleType
cyfs,SchoolAttendanceIssueCategoryCodeType,A data type for describing types of school attendance issues.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:SchoolAttendanceIssueCategoryCodeType
cyfs,SchoolAttendanceIssueType,A data type for information about issues relating to school attendance.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,cyfs:SchoolAttendanceIssueType
cyfs,SchoolClassLetterGradeCodeSimpleType,A data type for describing different letter grades assigned for a school class.,S,cyfs:SchoolClassLetterGradeCodeType,,FALSE,FALSE,FALSE,,,,cyfs:SchoolClassLetterGradeCodeSimpleType
cyfs,SchoolClassLetterGradeCodeType,A data type for describing different letter grades assigned for a school class.,CSC,,,FALSE,FALSE,FALSE,,,,cyfs:SchoolClassLetterGradeCodeType
cyfs,SchoolClassType,A data type for information about specific school classes.,CCC,,,FALSE,FALSE,FALSE,,,,cyfs:SchoolClassType
cyfs,SchoolExpulsionType,A data type for information about an expulsion from school.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,cyfs:SchoolExpulsionType
cyfs,SchoolScheduleType,"A data type for information about school classes, rather than details about a single class.",CCC,,,FALSE,FALSE,FALSE,,,,cyfs:SchoolScheduleType
cyfs,SchoolStudentAssociationType,A data type for an association between a student and a school attended.,CCC,,nc:PersonOrganizationAssociationType,FALSE,FALSE,FALSE,,,,cyfs:SchoolStudentAssociationType
cyfs,SchoolType,A data type for a school,CCC,,,FALSE,FALSE,FALSE,,,,cyfs:SchoolType
scr,ScreenedAlienType,A data type for additional information about an Alien being screened.,CCC,,,FALSE,FALSE,FALSE,,,,scr:ScreenedAlienType
scr,ScreeningArrivalType,A data type for an encounter representing the entry of a Person or Conveyance into the United States,CCC,,,FALSE,FALSE,FALSE,,,,scr:ScreeningArrivalType
scr,ScreeningDepartureType,A data type for information concerning a PERSON or Conveyance exiting from the United States,CCC,,,FALSE,FALSE,FALSE,,,,scr:ScreeningDepartureType
scr,ScreeningPersonType,A data type for additional information about Persons being Screened,CCC,,,FALSE,FALSE,FALSE,,,,scr:ScreeningPersonType
scr,ScreeningProcessType,A data type that specifies the service requester transaction performance metrics information.,CCC,,nc:ActivityType,FALSE,FALSE,FALSE,,,,scr:ScreeningProcessType
scr,ScreeningTECSRecordInfoType,A data type for the Screening record information received from the CBP Traveler Encounter Compliance System (TECS).,CCC,,,FALSE,FALSE,FALSE,,,,scr:ScreeningTECSRecordInfoType
scr,ScreeningTravelDocumentType,A data type for information about a screening Travel Document,CCC,,scr:TravelDocumentType,FALSE,FALSE,FALSE,,,,scr:ScreeningTravelDocumentType
ncic,SDTCodeSimpleType,A data type for Security Date or Series Year.,S,ncic:SDTCodeType,,FALSE,FALSE,FALSE,,,,ncic:SDTCodeSimpleType
ncic,SDTCodeType,A data type for Security Date or Series Year.,CSC,,,FALSE,FALSE,FALSE,,,,ncic:SDTCodeType
cbrncl,SealIntactStatusCodeSimpleType,A data type that defines the various SealIntactStatusCodes,S,cbrncl:SealIntactStatusCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:SealIntactStatusCodeSimpleType
itcodes,SealIntactStatusCodeSimpleType,A data type for the status conditions of seal.,S,itcodes:SealIntactStatusCodeType,,FALSE,FALSE,FALSE,,,,itcodes:SealIntactStatusCodeSimpleType
cbrncl,SealIntactStatusCodeType,A data type for the states of a seal that has been applied to a cargo container.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:SealIntactStatusCodeType
itcodes,SealIntactStatusCodeType,A data type for the status conditions of seal.,CSC,,,FALSE,FALSE,FALSE,,,,itcodes:SealIntactStatusCodeType
it,SealType,A data type for information regarding a seal.,CCC,,,FALSE,FALSE,FALSE,,,,it:SealType
cbrncl,SealVerificationStatusCodeSimpleType,A data type that defines the various sealVerificationStatusCodes,S,cbrncl:SealVerificationStatusCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:SealVerificationStatusCodeSimpleType
itcodes,SealVerificationStatusCodeSimpleType,A data type for the status of seal verification.,S,itcodes:SealVerificationStatusCodeType,,FALSE,FALSE,FALSE,,,,itcodes:SealVerificationStatusCodeSimpleType
cbrncl,SealVerificationStatusCodeType,A data type for the verification states of a seal.,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:SealVerificationStatusCodeType
itcodes,SealVerificationStatusCodeType,A data type for the status of seal verification.,CSC,,,FALSE,FALSE,FALSE,,,,itcodes:SealVerificationStatusCodeType
m,SeamanLicenseType,A data type for an able-bodied seaman license.,CCC,,,FALSE,FALSE,FALSE,,,,m:SeamanLicenseType
cbrncl,SecondaryInspectionKindCodeSimpleType,A data type that defines the various code values for Secondary Inspection Kind.,S,cbrncl:SecondaryInspectionKindCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:SecondaryInspectionKindCodeSimpleType
cbrncl,SecondaryInspectionKindCodeType,A data type that defines the various Secondary Inspection Kind Code,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:SecondaryInspectionKindCodeType
cbrncl,SecondaryInspectionReferralReasonCodeSimpleType,A data type that defines the variuos code values for Secondary Inspection Referral Reason,S,cbrncl:SecondaryInspectionReferralReasonCodeType,,FALSE,FALSE,FALSE,,,,cbrncl:SecondaryInspectionReferralReasonCodeSimpleType
cbrncl,SecondaryInspectionReferralReasonCodeType,A data type that defines the secondary Inspection Referral Reason Code,CSC,,,FALSE,FALSE,FALSE,,,,cbrncl:SecondaryInspectionReferralReasonCodeType
cbrn,SecondaryInspectionReferralType,A data type for information regarding a secondary inspection referral.,CCC,,,FALSE,FALSE,FALSE,,,,cbrn:SecondaryInspectionReferralType
cbrn,SecondaryInspectionResolutionType,A data type for information regarding the resolution of a secondary inspection of an item of interest.,CCC,,,FALSE,FALSE,FALSE,,,,cbrn:SecondaryInspectionResolutionType
ip,SectorType,"A data type for a sector (i.e., major grouping of critical infrastructure) to which the asset belongs. There are 18 such Sectors as outlined in the National Infrastructure Protection Plan.",CCC,,,FALSE,FALSE,FALSE,,,,ip:SectorType
