PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
j,MonthlyLivingExpense,j:MonthlyLivingExpenseType,A representation for details about the monthly living expenses of a person.,,TRUE,FALSE,,,,j:MonthlyLivingExpense
j,MonthlyLivingExpenseAlimonyAmount,nc:AmountType,A total amount of money allocated for one month of alimony.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseAlimonyAmount
j,MonthlyLivingExpenseAugmentationPoint,,An augmentation point for MonthlyLivingExpenseType.,,TRUE,TRUE,,,,j:MonthlyLivingExpenseAugmentationPoint
j,MonthlyLivingExpenseChildSupportAmount,nc:AmountType,A total amount of money allocated for one month child support.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseChildSupportAmount
j,MonthlyLivingExpenseClothesAmount,nc:AmountType,A total amount of money allocated for one month of clothing.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseClothesAmount
j,MonthlyLivingExpenseCourtPaymentAmount,nc:AmountType,A total amount of money allocated for one month of court payments.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseCourtPaymentAmount
j,MonthlyLivingExpenseEntertainmentAmount,nc:AmountType,A total amount of money allocated for one month of entertainment.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseEntertainmentAmount
j,MonthlyLivingExpenseFoodAmount,nc:AmountType,A total amount of money allocated for one month of food.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseFoodAmount
j,MonthlyLivingExpenseHealthInsuranceAmount,nc:AmountType,A total amount of money allocated for one month of health insurance payments.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseHealthInsuranceAmount
j,MonthlyLivingExpenseLifeInsuranceAmount,nc:AmountType,A total amount of money allocated for one month of life insurance payments.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseLifeInsuranceAmount
j,MonthlyLivingExpenseLoanPaymentAmount,nc:AmountType,A total amount of money allocated for one month of loan payments.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseLoanPaymentAmount
j,MonthlyLivingExpenseOtherAmount,nc:AmountType,A total amount of money allocated for one month or other living expense.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseOtherAmount
j,MonthlyLivingExpenseRentOrMortgageAmount,nc:AmountType,A total amount of money allocated for one month of rent or mortgage payments.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseRentOrMortgageAmount
j,MonthlyLivingExpenseTotalAmount,nc:AmountType,A total amount of money allocated for one month of living expense.,,TRUE,FALSE,,,,j:MonthlyLivingExpenseTotalAmount
im,OfficeSubLocationText,nc:TextType,"A sub-location of a USCIS office at which a case is received or begun, or the interview will occur.",,TRUE,FALSE,,,,im:OfficeSubLocationText
it,OperatingOrgName,nc:ProperNameTextType,A name of the organization that operates a site.,,TRUE,FALSE,,,,it:OperatingOrgName
cbrn,OperatingSchedule,cbrn:OperatingScheduleType,"A schedule providing the beginning and ending hours of operation by weekday, for a designated time period.",nc:ScheduleAugmentationPoint,TRUE,FALSE,,,,cbrn:OperatingSchedule
cbrn,OperatingScheduleAugmentationPoint,,An augmentation point for cbrn:OperatingScheduleType.,,TRUE,TRUE,,,,cbrn:OperatingScheduleAugmentationPoint
j,OpticalEquipmentCategoryCode,ndex:OpticalEquipmentCategoryCodeType,A kind of optical equipment.,nc:ItemCategory,TRUE,FALSE,,,,j:OpticalEquipmentCategoryCode
nc,Organization,nc:OrganizationType,A unit which conducts some sort of business or operations.,,TRUE,FALSE,,,,nc:Organization
nc,OrganizationAbbreviationText,nc:TextType,"An abbreviation, acronym, or code for an organization name.",,TRUE,FALSE,,"FBI, NCIC",,nc:OrganizationAbbreviationText
nc,OrganizationActivityText,nc:TextType,An activity that an organization is known or thought to be involved with.,,TRUE,FALSE,,"law enforcement, supervision",,nc:OrganizationActivityText
scr,OrganizationAddressAssociation,scr:OrganizationAddressAssociationType,An association between ORGANIZATION and ADDRESS.,,TRUE,FALSE,,,,scr:OrganizationAddressAssociation
scr,OrganizationAddressAssociationAugmentationPoint,,An augmentation point for OrganizationAddressAssociationType.,,TRUE,TRUE,,,,scr:OrganizationAddressAssociationAugmentationPoint
scr,OrganizationAddressEffectiveDate,nc:DateType,A date when the ORGANIZATION ADDRESS came into existence.,,TRUE,FALSE,,,,scr:OrganizationAddressEffectiveDate
scr,OrganizationAddressEndDate,nc:DateType,A date when the ORGANIZATION ADDRESS ended.,,TRUE,FALSE,,,,scr:OrganizationAddressEndDate
j,OrganizationAlternateName,j:OrganizationAlternateNameType,A name other than the primary one used by an organization.,,TRUE,FALSE,,,,j:OrganizationAlternateName
j,OrganizationAlternateNameAugmentationPoint,,An augmentation point for OrganizationAlternateNameType.,,TRUE,TRUE,,,,j:OrganizationAlternateNameAugmentationPoint
j,OrganizationAlternateNameCategory,,A data concept for a kind of alternate name used by an organization.,,TRUE,TRUE,,,,j:OrganizationAlternateNameCategory
j,OrganizationAlternateNameCategoryCode,core_misc:PersonNameCategoryCodeType,A kind of alternate name used by an organization.,j:OrganizationAlternateNameCategory,TRUE,FALSE,,,,j:OrganizationAlternateNameCategoryCode
im,ImmigrationBenefitChangeOfStatusEligibility,im:ImmigrationBenefitChangeOfStatusEligibilityType,An applicant's eligibility data for a requested Change of Status.,im:ImmigrationBenefitEligibility,TRUE,FALSE,,,,im:ImmigrationBenefitChangeOfStatusEligibility
im,ImmigrationBenefitChangeOfStatusEligibilityAugmentationPoint,,An augmentation point for ImmigrationBenefitEligibilityChangeOfStatusType.,,TRUE,TRUE,,,,im:ImmigrationBenefitChangeOfStatusEligibilityAugmentationPoint
im,ImmigrationBenefitDeclaration,im:ImmigrationBenefitDeclarationType,A declaration made by an applicant when applying for an immigration benefit,,TRUE,FALSE,,,,im:ImmigrationBenefitDeclaration
im,ImmigrationBenefitDeclarationAugmentationPoint,,An augmentation point for ImmigrationBenefitDeclarationType.,,TRUE,TRUE,,,,im:ImmigrationBenefitDeclarationAugmentationPoint
im,ImmigrationBenefitDisabilityAccommodationAugmentationPoint,,An augmentation point for ImmigrationBenefitDisabilityAccommodationType.,,TRUE,TRUE,,,,im:ImmigrationBenefitDisabilityAccommodationAugmentationPoint
im,ImmigrationBenefitDisabilityAccommodations,im:ImmigrationBenefitDisabilityAccommodationType,An accommodation required at the immigration interview for a disabled applicant.,,TRUE,FALSE,,,,im:ImmigrationBenefitDisabilityAccommodations
im,ImmigrationBenefitEligibility,,A data concept for the information used to determine the eligibility for an immigraiton Benefit.,,TRUE,TRUE,,,,im:ImmigrationBenefitEligibility
im,ImmigrationBenefitEligibilityAugmentationPoint,,An augmentation point for ImmigrationBenefitEligibilityType.,,TRUE,TRUE,,,,im:ImmigrationBenefitEligibilityAugmentationPoint
im,ImmigrationBenefitEligibilityPrincipalAlien,im:ImmigrationBenefitEligibilityPrincipalAlienType,An applicant's eligibility data for a Principal Alien who allows the requester to obtain an immigration benefit.,,TRUE,FALSE,,,,im:ImmigrationBenefitEligibilityPrincipalAlien
im,ImmigrationBenefitEligibilityPrincipalAlienAugmentationPoint,,An augmentation point for ImmigrationBenefitEligibilityPrincipalAlienType.,,TRUE,TRUE,,,,im:ImmigrationBenefitEligibilityPrincipalAlienAugmentationPoint
im,ImmigrationBenefitEvidence,im:ImmigrationBenefitEvidenceType,A piece of evidence provided in support of an immigration benefit request.,,TRUE,FALSE,,,,im:ImmigrationBenefitEvidence
im,ImmigrationBenefitEvidenceAugmentationPoint,,An augmentation point for ImmigrationBenefitEvidenceType.,,TRUE,TRUE,,,,im:ImmigrationBenefitEvidenceAugmentationPoint
im,ImmigrationBenefitExtendChangeStatusEligibility,im:ImmigrationBenefitExtendChangeStatusEligibilityType,"An applicant's eligibility data for a requested extension or change of status, or reinstatement of student status",,TRUE,FALSE,,,,im:ImmigrationBenefitExtendChangeStatusEligibility
im,ImmigrationBenefitExtendChangeStatusEligibilityAugmentationPoint,,An augmentation point for ImmigrationBenefitEligibilityExtendChangeStatusType.,,TRUE,TRUE,,,,im:ImmigrationBenefitExtendChangeStatusEligibilityAugmentationPoint
im,ImmigrationBenefitExtensionOfStay,im:ImmigrationBenefitExtensionOfStayType,A benefit application for an extension of stay.,im:ImmigrationBenefitApplication,TRUE,FALSE,,,,im:ImmigrationBenefitExtensionOfStay
im,ImmigrationBenefitExtensionOfStayAugmentationPoint,,An augmentation point for ImmigrationBenefitExtensionOfStayType.,,TRUE,TRUE,,,,im:ImmigrationBenefitExtensionOfStayAugmentationPoint
im,ImmigrationBenefitExtensionOfStayEligibility,im:ImmigrationBenefitExtensionOfStayEligibilityType,An applicant's eligibility data for a requested  extension of stay.,im:ImmigrationBenefitEligibility,TRUE,FALSE,,,,im:ImmigrationBenefitExtensionOfStayEligibility
im,ImmigrationBenefitExtensionOfStayEligibilityAugmentationPoint,,An augmentation point for ImmigrationBenefitEligibilityExtensionOfStayType.,,TRUE,TRUE,,,,im:ImmigrationBenefitExtensionOfStayEligibilityAugmentationPoint
im,ImmigrationBenefitMisconductDeclarationAugmentationPoint,,An augmentation point for ImmigrationBenefitMisconductDeclarationType.,,TRUE,TRUE,,,,im:ImmigrationBenefitMisconductDeclarationAugmentationPoint
im,ImmigrationBenefitReinstatementOfStudentStatus,im:ImmigrationBenefitReinstatementOfStudentStatusType,An applicant's reinstatement of student status data.,im:ImmigrationBenefitApplication,TRUE,FALSE,,,,im:ImmigrationBenefitReinstatementOfStudentStatus
im,ImmigrationBenefitReinstatementOfStudentStatusAugmentationPoint,,An augmentation point for ImmigrationBenefitReinstatementOfStudentStatusType.,,TRUE,TRUE,,,,im:ImmigrationBenefitReinstatementOfStudentStatusAugmentationPoint
im,ImmigrationBenefitReinstatementOfStudentStatusEligibility,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,An applicant's eligibility data for a requested reinstatement of student status.,im:ImmigrationBenefitEligibility,TRUE,FALSE,,,,im:ImmigrationBenefitReinstatementOfStudentStatusEligibility
im,ImmigrationBenefitReinstatementOfStudentStatusEligibilityAugmentationPoint,,An augmentation point for ImmigrationBenefitEligibilityReinstatementOfStudentStatusType.,,TRUE,TRUE,,,,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityAugmentationPoint
im,ImmigrationBenefitRepresentative,im:ImmigrationBenefitRepresentativeType,A representative of an applicant for an immigration benefit.,,TRUE,FALSE,,,,im:ImmigrationBenefitRepresentative
im,ImmigrationBenefitRepresentativeAugmentationPoint,,An augmentation point for ImmigrationBenefitRepresentativeType.,,TRUE,TRUE,,,,im:ImmigrationBenefitRepresentativeAugmentationPoint
im,ImmigrationBenefitRequest,im:ImmigrationBenefitRequestType,A request for an immigration benefit,,TRUE,FALSE,,,,im:ImmigrationBenefitRequest
im,ImmigrationBenefitRequestAugmentationPoint,,An augmentation point for ImmigrationBenefitRequestType.,,TRUE,TRUE,,,,im:ImmigrationBenefitRequestAugmentationPoint
im,ImmigrationBenefitRequester,nc:PersonType,A reference to the person who is making the immigration benefit request.,,TRUE,FALSE,,,,im:ImmigrationBenefitRequester
im,ImmigrationBenefitSignature,im:ImmigrationBenefitSignatureType,A signature associated with an immigration benefit request,,TRUE,FALSE,,,,im:ImmigrationBenefitSignature
im,ImmigrationBenefitSignatureAugmentationPoint,,An augmentation point for ImmigrationBenefitSignatureType.,,TRUE,TRUE,,,,im:ImmigrationBenefitSignatureAugmentationPoint
im,ImmigrationDeportation,im:ImmigrationDeportationType,An involuntary DEPARTURE of a PERSON based on a judicial decision or inspectors discretion,,TRUE,FALSE,,,,im:ImmigrationDeportation
im,ImmigrationDeportationAugmentationPoint,,An augmentation point for ImmigrationDeportationType.,,TRUE,TRUE,,,,im:ImmigrationDeportationAugmentationPoint
im,ImmigrationDetentionAugmentationPoint,,An augmentation point for ImmigrationDetentionType.,,TRUE,TRUE,,,,im:ImmigrationDetentionAugmentationPoint
im,ImmigrationDocumentSubmitter,im:ImmigrationDocumentSubmitterType,A person submitting immigration documentation,,TRUE,FALSE,,,,im:ImmigrationDocumentSubmitter
im,ImmigrationDocumentSubmitterAugmentationPoint,,An augmentation point for ImmigrationDocumentSubmitterType.,,TRUE,TRUE,,,,im:ImmigrationDocumentSubmitterAugmentationPoint
im,ImmigrationReceiptNumberIdentification,nc:IdentificationType,A receipt / case number identification of a benefit request,,TRUE,FALSE,,,,im:ImmigrationReceiptNumberIdentification
im,ImmigrationStatus,nc:StatusType,An  Immigration Status of a Person  with respect to a Country.,,TRUE,FALSE,,,,im:ImmigrationStatus
scr,ImmigrationStatusAugmentationPoint,,An augmentation point for ImmigrationStatusType.,,TRUE,TRUE,,,,scr:ImmigrationStatusAugmentationPoint
im,ImmigrationStatusCode,im:ImmigrationClassOfAdmissionCategoryCodeType,An immigration status of an immigrant.,nc:StatusDesignator,TRUE,FALSE,,,,im:ImmigrationStatusCode
it,IMOClassCodeText,nc:TextType,A IMO Classification identifier code.,,TRUE,FALSE,,,,it:IMOClassCodeText
it,IMOSubsidiaryClassCodeText,nc:TextType,A IMO Subsidiary classification identifier code.,,TRUE,FALSE,,,,it:IMOSubsidiaryClassCodeText
it,Importer,it:ImporterType,A party which makes - or on whose behalf a Customs clearing agent or other authorized person makes - an import declaration.,,TRUE,FALSE,,,This may include a person who has possession of the goods or to whom the goods are consigned.,it:Importer
it,ImporterAugmentationPoint,,An augmentation point for ImporterType.,,TRUE,TRUE,,,,it:ImporterAugmentationPoint
it,ImporterIDCategory,it:PartyIDCategoryType,A code for Identifier of party who makes - or on whose behalf a Customs clearing agent or other authorized person makes - an import declaration. This may include a person who has possession of the goods or to whom the goods are consigned.,,TRUE,FALSE,,,,it:ImporterIDCategory
it,ImporterIdentification,nc:IdentificationType,A unique identification of Importer,,TRUE,FALSE,,,,it:ImporterIdentification
im,InactiveStatus,nc:StatusType,A status of an Exchange Visitor.,,TRUE,FALSE,,,,im:InactiveStatus
cbrn,InCalibrationIndicator,niem-xs:boolean,true if properly calibrated and considered in service; false otherwise.The indication that the radiation measurement instrument is fit for service:,,TRUE,FALSE,,,,cbrn:InCalibrationIndicator
j,Incarceration,j:IncarcerationType,A confinement of a subject as sentenced by a court.,,TRUE,FALSE,,,,j:Incarceration
j,IncarcerationAugmentationPoint,,An augmentation point for IncarcerationType.,,TRUE,TRUE,,,,j:IncarcerationAugmentationPoint
j,IncarcerationParoleEligibilityDate,nc:DateType,A date a subject is eligible for parole.,,TRUE,FALSE,,,,j:IncarcerationParoleEligibilityDate
j,IncarcerationProjectedReleaseDate,nc:DateType,"A date a subject is anticipated to complete service of final sentence, automatically or manually calculated, based on current sentence information.",,TRUE,FALSE,,,,j:IncarcerationProjectedReleaseDate
j,IncarcerationProjectedReleaseMethodText,nc:TextType,A method by which a subject is anticipated to complete service of final sentence.,,TRUE,FALSE,,,,j:IncarcerationProjectedReleaseMethodText
j,IncarcerationProjectedReleasePreparationDate,nc:DateType,A date the incarceration facility and incarceration subject start preparing for release.,,TRUE,FALSE,,,,j:IncarcerationProjectedReleasePreparationDate
nc,Incident,nc:IncidentType,An occurrence or an event that may require a response.,,TRUE,FALSE,,,,nc:Incident
j,IncidentArrest,j:ArrestType,An arrest made because of an incident.,,TRUE,FALSE,,,,j:IncidentArrest
j,IncidentArrestAssociation,j:IncidentArrestAssociationType,A relationship between an incident and an arrest.,,TRUE,FALSE,,,,j:IncidentArrestAssociation
j,IncidentArrestAssociationAugmentationPoint,,An augmentation point for IncidentArrestAssociationType.,,TRUE,TRUE,,,,j:IncidentArrestAssociationAugmentationPoint
j,IncidentArrestCountQuantity,niem-xs:nonNegativeInteger,A count of persons arrested as a result of recovering the property of record,,TRUE,FALSE,,,,j:IncidentArrestCountQuantity
j,IncidentArrestMadeIndicator,niem-xs:boolean,True if an arrest was made due to the incident; false otherwise.,,TRUE,FALSE,,,,j:IncidentArrestMadeIndicator
j,IncidentAssistingOfficial,j:EnforcementOfficialType,A peace official that assisted in processing an incident.,,TRUE,FALSE,,,,j:IncidentAssistingOfficial
j,IncidentAugmentation,j:IncidentAugmentationType,Additional information about an incident.,nc:IncidentAugmentationPoint,TRUE,FALSE,,,,j:IncidentAugmentation
nc,IncidentAugmentationPoint,,An augmentation point for IncidentType.,,TRUE,TRUE,,,,nc:IncidentAugmentationPoint
